,xml,x,y,defocus,JPG,atlas_path,mic_path,scale,angle,offset_x,offset_y,score,model
66,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848462/Data/FoilHole_1867909_Data_1849411_1849413_20251002_132137.xml,153.33549277679452,417.5650571283303,-1.2,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848462/Data/FoilHole_1867909_Data_1849411_1849413_20251002_132137.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.4186859726905823,ResNet10_512_0.2_full.pth
67,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848462/Data/FoilHole_1867909_Data_1849414_1849416_20251002_132149.xml,151.13382163499196,419.0561216104009,-1.2,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848462/Data/FoilHole_1867909_Data_1849414_1849416_20251002_132149.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.2887120544910431,ResNet10_512_0.2_full.pth
68,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849402_1849404_20251002_123433.xml,-275.69954963148285,-279.85633848174626,-2.0,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849402_1849404_20251002_123433.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.02202092483639717,ResNet10_512_0.2_full.pth
69,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849405_1849407_20251002_123445.xml,-276.02379884505973,-277.8511845865047,-2.0,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849405_1849407_20251002_123445.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.22063381969928741,ResNet10_512_0.2_full.pth
70,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849408_1849410_20251002_123457.xml,-273.83210523323083,-279.586073421927,-2.0,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849408_1849410_20251002_123457.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.0460323728621006,ResNet10_512_0.2_full.pth
71,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849411_1849413_20251002_123509.xml,-275.08631134348184,-281.77107027039386,-2.0,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849411_1849413_20251002_123509.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.05819125100970268,ResNet10_512_0.2_full.pth
72,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849414_1849416_20251002_123520.xml,-277.4664602943171,-280.2407890544936,-2.0,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852077_Data_1849414_1849416_20251002_123520.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.6256954669952393,ResNet10_512_0.2_full.pth
73,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849402_1849404_20251002_123606.xml,-275.56303024179425,-287.9596335845858,-1.8,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849402_1849404_20251002_123606.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.01198477204889059,ResNet10_512_0.2_full.pth
74,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849405_1849407_20251002_123618.xml,-275.8872794170652,-285.9544796678433,-1.8,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849405_1849407_20251002_123618.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.22339151799678802,ResNet10_512_0.2_full.pth
75,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849408_1849410_20251002_123630.xml,-273.6955858974796,-287.68936855718965,-1.8,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849408_1849410_20251002_123630.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.009440979920327663,ResNet10_512_0.2_full.pth
76,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849411_1849413_20251002_123641.xml,-274.94979195511337,-289.8743653653771,-1.8,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849411_1849413_20251002_123641.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.01929088495671749,ResNet10_512_0.2_full.pth
77,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849414_1849416_20251002_123653.xml,-277.3299408000609,-288.34408413517866,-1.8,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852080_Data_1849414_1849416_20251002_123653.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.02257109433412552,ResNet10_512_0.2_full.pth
78,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852090_Data_1849402_1849404_20251002_123834.xml,-290.18144938778767,-291.47873907740285,-1.5999999999999999,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2/2025-10-02_Get3_4_618_2/Images-Disc1/GridSquare_1848517/Data/FoilHole_1852090_Data_1849402_1849404_20251002_123834.mrc,Atlas_1.mrc,/Volumes/OffloadData/Jakob/Get3/2025-10-02_Get3_4_618_2,910.0,84.0,0.0,7.0,0.00783948227763176,ResNet10_512_0.2_full.pth
